tailpipe_co2_in_grams_mile_ft1,engine_displacement,engine_cylinders,turbocharger,fuel_type,class,transmission,drive
740.5833333,5.2,8.0,No,Regular,Standard Pickup Trucks 2WD,Manual 4-Speed,2-Wheel Drive
592.4666667,3.7,6.0,No,Regular,Standard Pickup Trucks 2WD,Automatic 3-Speed,2-Wheel Drive
740.5833333,5.2,8.0,No,Regular,Standard Pickup Trucks 2WD,Automatic 3-Speed,2-Wheel Drive
807.9090909,5.2,8.0,No,Regular,Standard Pickup Trucks 2WD,Automatic 3-Speed,2-Wheel Drive
807.9090909,5.9,8.0,No,Regular,Standard Pickup Trucks 2WD,Automatic 3-Speed,2-Wheel Drive
740.5833333,5.2,8.0,No,Regular,Standard Pickup Trucks 2WD,Automatic 3-Speed,2-Wheel Drive
592.4666667,3.7,6.0,No,Regular,Standard Pickup Trucks 2WD,Manual 4-Speed,2-Wheel Drive
807.9090909,5.2,8.0,No,Regular,Standard Pickup Trucks 2WD,Manual 4-Speed,2-Wheel Drive
740.5833333,5.2,8.0,No,Regular,Standard Pickup Trucks 2WD,Manual 4-Speed,2-Wheel Drive
888.7,5.9,8.0,No,Regular,Special Purpose Vehicles,Automatic 3-Speed,2-Wheel Drive
522.7647059,2.6,4.0,No,Regular,Small Pickup Trucks 4WD,Automatic 3-Speed,4-Wheel or All-Wheel Drive
522.7647059,2.6,4.0,No,Regular,Small Pickup Trucks 4WD,Automatic 3-Speed,4-Wheel or All-Wheel Drive
522.7647059,2.6,4.0,No,Regular,Small Pickup Trucks 4WD,Automatic 3-Speed,4-Wheel or All-Wheel Drive
467.7368421,2.0,4.0,No,Regular,Small Pickup Trucks 4WD,Manual 4-Speed,4-Wheel or All-Wheel Drive
444.35,2.0,4.0,No,Regular,Small Pickup Trucks 4WD,Manual 4-Speed,4-Wheel or All-Wheel Drive
467.7368421,2.0,4.0,No,Regular,Small Pickup Trucks 4WD,Manual 4-Speed,4-Wheel or All-Wheel Drive
407.2,2.3,4.0,No,Diesel,Small Pickup Trucks 4WD,Manual 5-Speed,4-Wheel or All-Wheel Drive
493.7222222,2.6,4.0,No,Regular,Small Pickup Trucks 4WD,Manual 5-Speed,4-Wheel or All-Wheel Drive
467.7368421,2.6,4.0,No,Regular,Small Pickup Trucks 4WD,Manual 5-Speed,4-Wheel or All-Wheel Drive
442.6086957,2.3,4.0,No,Diesel,Small Pickup Trucks 4WD,Manual 5-Speed,4-Wheel or All-Wheel Drive
493.7222222,2.6,4.0,No,Regular,Small Pickup Trucks 4WD,Manual 5-Speed,4-Wheel or All-Wheel Drive
444.35,2.0,4.0,No,Regular,Small Pickup Trucks 2WD,Automatic 3-Speed,2-Wheel Drive
467.7368421,2.0,4.0,No,Regular,Small Pickup Trucks 2WD,Automatic 3-Speed,2-Wheel Drive
493.7222222,2.6,4.0,No,Regular,Small Pickup Trucks 2WD,Automatic 3-Speed,2-Wheel Drive
444.35,2.6,4.0,No,Regular,Small Pickup Trucks 2WD,Automatic 3-Speed,2-Wheel Drive
467.7368421,2.0,4.0,No,Regular,Small Pickup Trucks 2WD,Automatic 3-Speed,2-Wheel Drive
493.7222222,2.6,4.0,No,Regular,Small Pickup Trucks 2WD,Automatic 3-Speed,2-Wheel Drive
403.9545455,2.0,4.0,No,Regular,Small Pickup Trucks 2WD,Manual 4-Speed,2-Wheel Drive
423.1904762,2.0,4.0,No,Regular,Small Pickup Trucks 2WD,Manual 4-Speed,2-Wheel Drive
423.1904762,2.0,4.0,No,Regular,Small Pickup Trucks 2WD,Manual 4-Speed,2-Wheel Drive
370.2916667,2.0,4.0,No,Regular,Small Pickup Trucks 2WD,Manual 5-Speed,2-Wheel Drive
386.3913043,2.0,4.0,No,Regular,Small Pickup Trucks 2WD,Manual 5-Speed,2-Wheel Drive
363.5714286,2.3,4.0,No,Diesel,Small Pickup Trucks 2WD,Manual 5-Speed,2-Wheel Drive
444.35,2.6,4.0,No,Regular,Small Pickup Trucks 2WD,Manual 5-Speed,2-Wheel Drive
444.35,2.6,4.0,No,Regular,Small Pickup Trucks 2WD,Manual 5-Speed,2-Wheel Drive
386.3913043,2.0,4.0,No,Regular,Small Pickup Trucks 2WD,Manual 5-Speed,2-Wheel Drive
407.2,2.3,4.0,No,Diesel,Small Pickup Trucks 2WD,Manual 5-Speed,2-Wheel Drive
444.35,2.6,4.0,No,Regular,Small Pickup Trucks 2WD,Manual 5-Speed,2-Wheel Drive
423.1904762,2.2,4.0,No,Regular,Small Pickup Trucks 2WD,Automatic 3-Speed,2-Wheel Drive
423.1904762,2.2,4.0,No,Regular,Small Pickup Trucks 2WD,Automatic 3-Speed,2-Wheel Drive
386.3913043,2.2,4.0,No,Regular,Small Pickup Trucks 2WD,Manual 4-Speed,2-Wheel Drive
386.3913043,2.2,4.0,No,Regular,Small Pickup Trucks 2WD,Manual 5-Speed,2-Wheel Drive
386.3913043,2.2,4.0,No,Regular,Small Pickup Trucks 2WD,Manual 5-Speed,2-Wheel Drive
807.9090909,5.2,8.0,No,Regular,Standard Pickup Trucks 4WD,Automatic 3-Speed,4-Wheel or All-Wheel Drive
807.9090909,5.2,8.0,No,Regular,Standard Pickup Trucks 4WD,Automatic 3-Speed,4-Wheel or All-Wheel Drive
888.7,5.9,8.0,No,Regular,Standard Pickup Trucks 4WD,Automatic 3-Speed,4-Wheel or All-Wheel Drive
807.9090909,5.2,8.0,No,Regular,Standard Pickup Trucks 4WD,Automatic 3-Speed,4-Wheel or All-Wheel Drive
888.7,5.9,8.0,No,Regular,Standard Pickup Trucks 4WD,Automatic 3-Speed,4-Wheel or All-Wheel Drive
634.7857143,3.7,6.0,No,Regular,Standard Pickup Trucks 4WD,Manual 4-Speed,4-Wheel or All-Wheel Drive
807.9090909,5.2,8.0,No,Regular,Standard Pickup Trucks 4WD,Manual 4-Speed,4-Wheel or All-Wheel Drive
740.5833333,5.2,8.0,No,Regular,Standard Pickup Trucks 4WD,Manual 4-Speed,4-Wheel or All-Wheel Drive
807.9090909,5.2,8.0,No,Regular,Standard Pickup Trucks 4WD,Automatic 3-Speed,4-Wheel or All-Wheel Drive
888.7,5.9,8.0,No,Regular,Standard Pickup Trucks 4WD,Automatic 3-Speed,4-Wheel or All-Wheel Drive
807.9090909,5.2,8.0,No,Regular,Standard Pickup Trucks 4WD,Manual 4-Speed,4-Wheel or All-Wheel Drive
683.6153846,4.9,6.0,No,Regular,Special Purpose Vehicle 4WD,Automatic 3-Speed,4-Wheel or All-Wheel Drive
807.9090909,5.0,8.0,No,Regular,Special Purpose Vehicle 4WD,Automatic 3-Speed,4-Wheel or All-Wheel Drive
888.7,5.8,8.0,No,Regular,Special Purpose Vehicle 4WD,Automatic 3-Speed,4-Wheel or All-Wheel Drive
807.9090909,5.8,8.0,No,Regular,Special Purpose Vehicle 4WD,Automatic 3-Speed,4-Wheel or All-Wheel Drive
683.6153846,4.9,6.0,No,Regular,Special Purpose Vehicle 4WD,Automatic 3-Speed,4-Wheel or All-Wheel Drive
807.9090909,5.0,8.0,No,Regular,Special Purpose Vehicle 4WD,Automatic 3-Speed,4-Wheel or All-Wheel Drive
888.7,5.8,8.0,No,Regular,Special Purpose Vehicle 4WD,Automatic 3-Speed,4-Wheel or All-Wheel Drive
592.4666667,4.9,6.0,No,Regular,Special Purpose Vehicle 4WD,Manual 4-Speed,4-Wheel or All-Wheel Drive
634.7857143,4.9,6.0,No,Regular,Special Purpose Vehicle 4WD,Manual 4-Speed,4-Wheel or All-Wheel Drive
683.6153846,5.0,8.0,No,Regular,Special Purpose Vehicle 4WD,Manual 4-Speed,4-Wheel or All-Wheel Drive
740.5833333,5.0,8.0,No,Regular,Special Purpose Vehicle 4WD,Manual 4-Speed,4-Wheel or All-Wheel Drive
740.5833333,5.8,8.0,No,Regular,Special Purpose Vehicle 4WD,Manual 4-Speed,4-Wheel or All-Wheel Drive
807.9090909,5.8,8.0,No,Regular,Special Purpose Vehicle 4WD,Manual 4-Speed,4-Wheel or All-Wheel Drive
634.7857143,4.9,6.0,No,Regular,Special Purpose Vehicle 4WD,Manual 4-Speed,4-Wheel or All-Wheel Drive
634.7857143,4.9,6.0,No,Regular,Special Purpose Vehicle 4WD,Manual 4-Speed,4-Wheel or All-Wheel Drive
555.4375,2.8,6.0,No,Regular,Special Purpose Vehicle 4WD,Automatic 3-Speed,4-Wheel or All-Wheel Drive
634.7857143,2.8,6.0,No,Regular,Special Purpose Vehicle 4WD,Automatic 3-Speed,4-Wheel or All-Wheel Drive
493.7222222,2.8,6.0,No,Regular,Special Purpose Vehicle 4WD,Manual 4-Speed,4-Wheel or All-Wheel Drive
522.7647059,2.8,6.0,No,Regular,Special Purpose Vehicle 4WD,Manual 4-Speed,4-Wheel or All-Wheel Drive
522.7647059,2.8,6.0,No,Regular,Special Purpose Vehicle 4WD,Manual 5-Speed,4-Wheel or All-Wheel Drive
522.7647059,2.8,6.0,No,Regular,Special Purpose Vehicle 4WD,Manual 5-Speed,4-Wheel or All-Wheel Drive
403.9545455,2.0,4.0,No,Regular,Small Pickup Trucks 2WD,Manual 4-Speed,2-Wheel Drive
740.5833333,4.9,6.0,No,Regular,"Vans, Passenger Type",Automatic 3-Speed,2-Wheel Drive
888.7,5.8,8.0,No,Regular,"Vans, Passenger Type",Automatic 3-Speed,2-Wheel Drive
807.9090909,5.8,8.0,No,Regular,"Vans, Passenger Type",Automatic 3-Speed,2-Wheel Drive
740.5833333,4.9,6.0,No,Regular,"Vans, Passenger Type",Automatic 3-Speed,2-Wheel Drive
987.4444444,5.8,8.0,No,Regular,"Vans, Passenger Type",Automatic 3-Speed,2-Wheel Drive
683.6153846,4.9,6.0,No,Regular,"Vans, Passenger Type",Automatic 4-Speed,2-Wheel Drive
683.6153846,5.0,8.0,No,Regular,"Vans, Passenger Type",Automatic 4-Speed,2-Wheel Drive
683.6153846,4.9,6.0,No,Regular,"Vans, Passenger Type",Automatic 4-Speed,2-Wheel Drive
740.5833333,5.0,8.0,No,Regular,"Vans, Passenger Type",Automatic 4-Speed,2-Wheel Drive
634.7857143,4.9,6.0,No,Regular,"Vans, Passenger Type",Manual 4-Speed,2-Wheel Drive
683.6153846,5.0,8.0,No,Regular,"Vans, Passenger Type",Manual 4-Speed,2-Wheel Drive
683.6153846,4.9,6.0,No,Regular,"Vans, Passenger Type",Manual 4-Speed,2-Wheel Drive
634.7857143,4.9,6.0,No,Regular,"Vans, Cargo Type",Automatic 3-Speed,2-Wheel Drive
807.9090909,5.8,8.0,No,Regular,"Vans, Cargo Type",Automatic 3-Speed,2-Wheel Drive
807.9090909,5.8,8.0,No,Regular,"Vans, Cargo Type",Automatic 3-Speed,2-Wheel Drive
634.7857143,4.9,6.0,No,Regular,"Vans, Cargo Type",Automatic 3-Speed,2-Wheel Drive
888.7,5.8,8.0,No,Regular,"Vans, Cargo Type",Automatic 3-Speed,2-Wheel Drive
592.4666667,4.9,6.0,No,Regular,"Vans, Cargo Type",Automatic 4-Speed,2-Wheel Drive
683.6153846,5.0,8.0,No,Regular,"Vans, Cargo Type",Automatic 4-Speed,2-Wheel Drive
592.4666667,4.9,6.0,No,Regular,"Vans, Cargo Type",Automatic 4-Speed,2-Wheel Drive
740.5833333,5.0,8.0,No,Regular,"Vans, Cargo Type",Automatic 4-Speed,2-Wheel Drive
555.4375,4.9,6.0,No,Regular,"Vans, Cargo Type",Manual 3-Speed,2-Wheel Drive
592.4666667,4.9,6.0,No,Regular,"Vans, Cargo Type",Manual 3-Speed,2-Wheel Drive
683.6153846,4.9,6.0,No,Regular,"Vans, Cargo Type",Manual 4-Speed,2-Wheel Drive
493.7222222,4.9,6.0,No,Regular,"Vans, Cargo Type",Manual 4-Speed,2-Wheel Drive
683.6153846,5.0,8.0,No,Regular,"Vans, Cargo Type",Manual 4-Speed,2-Wheel Drive
555.4375,4.9,6.0,No,Regular,"Vans, Cargo Type",Manual 4-Speed,2-Wheel Drive
683.6153846,4.9,6.0,No,Regular,"Vans, Cargo Type",Automatic 3-Speed,2-Wheel Drive
888.7,5.8,8.0,No,Regular,"Vans, Cargo Type",Automatic 3-Speed,2-Wheel Drive
807.9090909,5.8,8.0,No,Regular,"Vans, Cargo Type",Automatic 3-Speed,2-Wheel Drive
683.6153846,4.9,6.0,No,Regular,"Vans, Cargo Type",Automatic 3-Speed,2-Wheel Drive
987.4444444,5.8,8.0,No,Regular,"Vans, Cargo Type",Automatic 3-Speed,2-Wheel Drive
683.6153846,4.9,6.0,No,Regular,"Vans, Cargo Type",Automatic 4-Speed,2-Wheel Drive
683.6153846,5.0,8.0,No,Regular,"Vans, Cargo Type",Automatic 4-Speed,2-Wheel Drive
683.6153846,4.9,6.0,No,Regular,"Vans, Cargo Type",Automatic 4-Speed,2-Wheel Drive
740.5833333,5.0,8.0,No,Regular,"Vans, Cargo Type",Automatic 4-Speed,2-Wheel Drive
634.7857143,4.9,6.0,No,Regular,"Vans, Cargo Type",Manual 3-Speed,2-Wheel Drive
634.7857143,4.9,6.0,No,Regular,"Vans, Cargo Type",Manual 3-Speed,2-Wheel Drive
634.7857143,4.9,6.0,No,Regular,Standard Pickup Trucks 2WD,Automatic 3-Speed,2-Wheel Drive
740.5833333,5.0,8.0,No,Regular,Standard Pickup Trucks 2WD,Automatic 3-Speed,2-Wheel Drive
807.9090909,5.8,8.0,No,Regular,Standard Pickup Trucks 2WD,Automatic 3-Speed,2-Wheel Drive
807.9090909,5.8,8.0,No,Regular,Standard Pickup Trucks 2WD,Automatic 3-Speed,2-Wheel Drive
634.7857143,4.9,6.0,No,Regular,Standard Pickup Trucks 2WD,Automatic 3-Speed,2-Wheel Drive
888.7,5.8,8.0,No,Regular,Standard Pickup Trucks 2WD,Automatic 3-Speed,2-Wheel Drive
592.4666667,4.9,6.0,No,Regular,Standard Pickup Trucks 2WD,Automatic 4-Speed,2-Wheel Drive
634.7857143,5.0,8.0,No,Regular,Standard Pickup Trucks 2WD,Automatic 4-Speed,2-Wheel Drive
592.4666667,4.9,6.0,No,Regular,Standard Pickup Trucks 2WD,Automatic 4-Speed,2-Wheel Drive
683.6153846,5.0,8.0,No,Regular,Standard Pickup Trucks 2WD,Automatic 4-Speed,2-Wheel Drive
522.7647059,4.9,6.0,No,Regular,Standard Pickup Trucks 2WD,Manual 3-Speed,2-Wheel Drive
683.6153846,5.0,8.0,No,Regular,Standard Pickup Trucks 2WD,Manual 3-Speed,2-Wheel Drive
592.4666667,4.9,6.0,No,Regular,Standard Pickup Trucks 2WD,Manual 3-Speed,2-Wheel Drive
493.7222222,4.9,6.0,No,Regular,Standard Pickup Trucks 2WD,Manual 4-Speed,2-Wheel Drive
592.4666667,5.0,8.0,No,Regular,Standard Pickup Trucks 2WD,Manual 4-Speed,2-Wheel Drive
740.5833333,5.8,8.0,No,Regular,Standard Pickup Trucks 2WD,Manual 4-Speed,2-Wheel Drive
555.4375,4.9,6.0,No,Regular,Standard Pickup Trucks 2WD,Manual 4-Speed,2-Wheel Drive
522.7647059,4.9,6.0,No,Regular,Standard Pickup Trucks 2WD,Manual 4-Speed,2-Wheel Drive
683.6153846,4.9,6.0,No,Regular,Standard Pickup Trucks 4WD,Automatic 3-Speed,4-Wheel or All-Wheel Drive
740.5833333,5.0,8.0,No,Regular,Standard Pickup Trucks 4WD,Automatic 3-Speed,4-Wheel or All-Wheel Drive
888.7,5.8,8.0,No,Regular,Standard Pickup Trucks 4WD,Automatic 3-Speed,4-Wheel or All-Wheel Drive
807.9090909,5.8,8.0,No,Regular,Standard Pickup Trucks 4WD,Automatic 3-Speed,4-Wheel or All-Wheel Drive
683.6153846,4.9,6.0,No,Regular,Standard Pickup Trucks 4WD,Automatic 3-Speed,4-Wheel or All-Wheel Drive
807.9090909,5.0,8.0,No,Regular,Standard Pickup Trucks 4WD,Automatic 3-Speed,4-Wheel or All-Wheel Drive
888.7,5.8,8.0,No,Regular,Standard Pickup Trucks 4WD,Automatic 3-Speed,4-Wheel or All-Wheel Drive
592.4666667,4.9,6.0,No,Regular,Standard Pickup Trucks 4WD,Manual 4-Speed,4-Wheel or All-Wheel Drive
634.7857143,4.9,6.0,No,Regular,Standard Pickup Trucks 4WD,Manual 4-Speed,4-Wheel or All-Wheel Drive
683.6153846,5.0,8.0,No,Regular,Standard Pickup Trucks 4WD,Manual 4-Speed,4-Wheel or All-Wheel Drive
740.5833333,5.0,8.0,No,Regular,Standard Pickup Trucks 4WD,Manual 4-Speed,4-Wheel or All-Wheel Drive
740.5833333,5.8,8.0,No,Regular,Standard Pickup Trucks 4WD,Manual 4-Speed,4-Wheel or All-Wheel Drive
807.9090909,5.8,8.0,No,Regular,Standard Pickup Trucks 4WD,Manual 4-Speed,4-Wheel or All-Wheel Drive
634.7857143,4.9,6.0,No,Regular,Standard Pickup Trucks 4WD,Manual 4-Speed,4-Wheel or All-Wheel Drive
634.7857143,4.9,6.0,No,Regular,Standard Pickup Trucks 4WD,Manual 4-Speed,4-Wheel or All-Wheel Drive
683.6153846,4.9,6.0,No,Regular,Standard Pickup Trucks 2WD,Automatic 3-Speed,2-Wheel Drive
807.9090909,5.8,8.0,No,Regular,Standard Pickup Trucks 2WD,Automatic 3-Speed,2-Wheel Drive
807.9090909,5.8,8.0,No,Regular,Standard Pickup Trucks 2WD,Automatic 3-Speed,2-Wheel Drive
683.6153846,4.9,6.0,No,Regular,Standard Pickup Trucks 2WD,Automatic 3-Speed,2-Wheel Drive
888.7,5.8,8.0,No,Regular,Standard Pickup Trucks 2WD,Automatic 3-Speed,2-Wheel Drive
683.6153846,5.0,8.0,No,Regular,Standard Pickup Trucks 2WD,Automatic 4-Speed,2-Wheel Drive
740.5833333,5.0,8.0,No,Regular,Standard Pickup Trucks 2WD,Automatic 4-Speed,2-Wheel Drive
634.7857143,4.9,6.0,No,Regular,Standard Pickup Trucks 2WD,Manual 3-Speed,2-Wheel Drive
592.4666667,5.0,8.0,No,Regular,Standard Pickup Trucks 2WD,Manual 4-Speed,2-Wheel Drive
683.6153846,5.0,8.0,No,Regular,Standard Pickup Trucks 2WD,Manual 4-Speed,2-Wheel Drive
807.9090909,5.8,8.0,No,Regular,Standard Pickup Trucks 2WD,Manual 4-Speed,2-Wheel Drive
634.7857143,4.9,6.0,No,Regular,Standard Pickup Trucks 2WD,Manual 4-Speed,2-Wheel Drive
634.7857143,4.9,6.0,No,Regular,Standard Pickup Trucks 2WD,Manual 4-Speed,2-Wheel Drive
683.6153846,4.9,6.0,No,Regular,Standard Pickup Trucks 4WD,Automatic 3-Speed,4-Wheel or All-Wheel Drive
740.5833333,5.0,8.0,No,Regular,Standard Pickup Trucks 4WD,Automatic 3-Speed,4-Wheel or All-Wheel Drive
888.7,5.8,8.0,No,Regular,Standard Pickup Trucks 4WD,Automatic 3-Speed,4-Wheel or All-Wheel Drive
807.9090909,5.8,8.0,No,Regular,Standard Pickup Trucks 4WD,Automatic 3-Speed,4-Wheel or All-Wheel Drive
683.6153846,4.9,6.0,No,Regular,Standard Pickup Trucks 4WD,Automatic 3-Speed,4-Wheel or All-Wheel Drive
807.9090909,5.0,8.0,No,Regular,Standard Pickup Trucks 4WD,Automatic 3-Speed,4-Wheel or All-Wheel Drive
888.7,5.8,8.0,No,Regular,Standard Pickup Trucks 4WD,Automatic 3-Speed,4-Wheel or All-Wheel Drive
634.7857143,4.9,6.0,No,Regular,Standard Pickup Trucks 4WD,Manual 4-Speed,4-Wheel or All-Wheel Drive
740.5833333,5.0,8.0,No,Regular,Standard Pickup Trucks 4WD,Manual 4-Speed,4-Wheel or All-Wheel Drive
807.9090909,5.8,8.0,No,Regular,Standard Pickup Trucks 4WD,Manual 4-Speed,4-Wheel or All-Wheel Drive
634.7857143,4.9,6.0,No,Regular,Standard Pickup Trucks 4WD,Manual 4-Speed,4-Wheel or All-Wheel Drive
807.9090909,5.0,8.0,No,Regular,Special Purpose Vehicles,Automatic 3-Speed,2-Wheel Drive
807.9090909,5.0,8.0,No,Regular,Special Purpose Vehicles,Automatic 3-Speed,2-Wheel Drive
740.5833333,5.0,8.0,No,Regular,Special Purpose Vehicles,Manual 4-Speed,2-Wheel Drive
467.7368421,2.3,4.0,No,Regular,Small Pickup Trucks 2WD,Automatic 3-Speed,2-Wheel Drive
493.7222222,2.8,6.0,No,Regular,Small Pickup Trucks 2WD,Automatic 3-Speed,2-Wheel Drive
467.7368421,2.3,4.0,No,Regular,Small Pickup Trucks 2WD,Automatic 3-Speed,2-Wheel Drive
522.7647059,2.8,6.0,No,Regular,Small Pickup Trucks 2WD,Automatic 3-Speed,2-Wheel Drive
370.2916667,2.0,4.0,No,Regular,Small Pickup Trucks 2WD,Manual 4-Speed,2-Wheel Drive
391.5384615,2.2,4.0,No,Diesel,Small Pickup Trucks 2WD,Manual 4-Speed,2-Wheel Drive
423.1904762,2.3,4.0,No,Regular,Small Pickup Trucks 2WD,Manual 4-Speed,2-Wheel Drive
467.7368421,2.3,4.0,No,Regular,Small Pickup Trucks 2WD,Manual 4-Speed,2-Wheel Drive
444.35,2.8,6.0,No,Regular,Small Pickup Trucks 2WD,Manual 4-Speed,2-Wheel Drive
423.1904762,2.3,4.0,No,Regular,Small Pickup Trucks 2WD,Manual 4-Speed,2-Wheel Drive
467.7368421,2.8,6.0,No,Regular,Small Pickup Trucks 2WD,Manual 4-Speed,2-Wheel Drive
403.9545455,2.0,4.0,No,Regular,Small Pickup Trucks 2WD,Manual 5-Speed,2-Wheel Drive
423.1904762,2.3,4.0,No,Regular,Small Pickup Trucks 2WD,Manual 5-Speed,2-Wheel Drive
467.7368421,2.3,4.0,No,Regular,Small Pickup Trucks 2WD,Manual 5-Speed,2-Wheel Drive
467.7368421,2.8,6.0,No,Regular,Small Pickup Trucks 2WD,Manual 5-Speed,2-Wheel Drive
423.1904762,2.3,4.0,No,Regular,Small Pickup Trucks 2WD,Manual 5-Speed,2-Wheel Drive
493.7222222,2.8,6.0,No,Regular,Small Pickup Trucks 2WD,Manual 5-Speed,2-Wheel Drive
592.4666667,2.8,6.0,No,Regular,Small Pickup Trucks 4WD,Automatic 3-Speed,4-Wheel or All-Wheel Drive
634.7857143,2.8,6.0,No,Regular,Small Pickup Trucks 4WD,Automatic 3-Speed,4-Wheel or All-Wheel Drive
467.7368421,2.3,4.0,No,Regular,Small Pickup Trucks 4WD,Manual 4-Speed,4-Wheel or All-Wheel Drive
493.7222222,2.3,4.0,No,Regular,Small Pickup Trucks 4WD,Manual 4-Speed,4-Wheel or All-Wheel Drive
467.7368421,2.8,6.0,No,Regular,Small Pickup Trucks 4WD,Manual 4-Speed,4-Wheel or All-Wheel Drive
493.7222222,2.3,4.0,No,Regular,Small Pickup Trucks 4WD,Manual 4-Speed,4-Wheel or All-Wheel Drive
522.7647059,2.8,6.0,No,Regular,Small Pickup Trucks 4WD,Manual 4-Speed,4-Wheel or All-Wheel Drive
444.35,2.3,4.0,No,Regular,Small Pickup Trucks 4WD,Manual 5-Speed,4-Wheel or All-Wheel Drive
493.7222222,2.3,4.0,No,Regular,Small Pickup Trucks 4WD,Manual 5-Speed,4-Wheel or All-Wheel Drive
522.7647059,2.8,6.0,No,Regular,Small Pickup Trucks 4WD,Manual 5-Speed,4-Wheel or All-Wheel Drive
522.7647059,2.8,6.0,No,Regular,Small Pickup Trucks 4WD,Manual 5-Speed,4-Wheel or All-Wheel Drive
522.7647059,2.3,4.0,No,Regular,Special Purpose Vehicles,Manual 4-Speed,2-Wheel Drive
634.7857143,2.8,6.0,No,Regular,Special Purpose Vehicles,Manual 4-Speed,2-Wheel Drive
522.7647059,2.3,4.0,No,Regular,Special Purpose Vehicles,Manual 4-Speed,2-Wheel Drive
592.4666667,4.1,6.0,No,Regular,Standard Pickup Trucks 2WD,Automatic 3-Speed,2-Wheel Drive
634.7857143,5.0,8.0,No,Regular,Standard Pickup Trucks 2WD,Automatic 3-Speed,2-Wheel Drive
555.4375,4.1,6.0,No,Regular,Standard Pickup Trucks 2WD,Automatic 4-Speed,2-Wheel Drive
592.4666667,5.0,8.0,No,Regular,Standard Pickup Trucks 2WD,Automatic 4-Speed,2-Wheel Drive
535.7894737,6.2,8.0,No,Diesel,Standard Pickup Trucks 2WD,Automatic 4-Speed,2-Wheel Drive
592.4666667,4.1,6.0,No,Regular,Standard Pickup Trucks 2WD,Automatic 4-Speed,2-Wheel Drive
634.7857143,5.0,8.0,No,Regular,Standard Pickup Trucks 2WD,Automatic 4-Speed,2-Wheel Drive
535.7894737,6.2,8.0,No,Diesel,Standard Pickup Trucks 2WD,Automatic 4-Speed,2-Wheel Drive
522.7647059,4.1,6.0,No,Regular,Standard Pickup Trucks 2WD,Manual 3-Speed,2-Wheel Drive
592.4666667,5.0,8.0,No,Regular,Standard Pickup Trucks 2WD,Manual 3-Speed,2-Wheel Drive
592.4666667,4.1,6.0,No,Regular,Standard Pickup Trucks 2WD,Manual 3-Speed,2-Wheel Drive
522.7647059,4.1,6.0,No,Regular,Standard Pickup Trucks 2WD,Manual 4-Speed,2-Wheel Drive
555.4375,5.0,8.0,No,Regular,Standard Pickup Trucks 2WD,Manual 4-Speed,2-Wheel Drive
509.0,6.2,8.0,No,Diesel,Standard Pickup Trucks 2WD,Manual 4-Speed,2-Wheel Drive
535.7894737,6.2,8.0,No,Diesel,Standard Pickup Trucks 2WD,Manual 4-Speed,2-Wheel Drive
592.4666667,4.1,6.0,No,Regular,Standard Pickup Trucks 2WD,Manual 4-Speed,2-Wheel Drive
509.0,6.2,8.0,No,Diesel,Standard Pickup Trucks 2WD,Manual 4-Speed,2-Wheel Drive
522.7647059,4.1,6.0,No,Regular,Standard Pickup Trucks 2WD,Manual 4-Speed,2-Wheel Drive
592.4666667,5.0,8.0,No,Regular,Standard Pickup Trucks 2WD,Manual 4-Speed,2-Wheel Drive
683.6153846,5.0,8.0,No,Regular,Special Purpose Vehicle 2WD,Automatic 4-Speed,2-Wheel Drive
683.6153846,5.7,8.0,No,Regular,Special Purpose Vehicle 2WD,Automatic 4-Speed,2-Wheel Drive
565.5555556,6.2,8.0,No,Diesel,Special Purpose Vehicle 2WD,Automatic 4-Speed,2-Wheel Drive
683.6153846,5.7,8.0,No,Regular,Special Purpose Vehicle 2WD,Automatic 4-Speed,2-Wheel Drive
598.8235294,6.2,8.0,No,Diesel,Special Purpose Vehicle 2WD,Automatic 4-Speed,2-Wheel Drive
634.7857143,4.1,6.0,No,Regular,Standard Pickup Trucks 2WD,Automatic 4-Speed,2-Wheel Drive
634.7857143,5.0,8.0,No,Regular,Standard Pickup Trucks 2WD,Automatic 4-Speed,2-Wheel Drive
535.7894737,6.2,8.0,No,Diesel,Standard Pickup Trucks 2WD,Automatic 4-Speed,2-Wheel Drive
683.6153846,5.7,8.0,No,Regular,Standard Pickup Trucks 2WD,Automatic 4-Speed,2-Wheel Drive
535.7894737,6.2,8.0,No,Diesel,Standard Pickup Trucks 2WD,Automatic 4-Speed,2-Wheel Drive
683.6153846,5.0,8.0,No,Regular,Standard Pickup Trucks 2WD,Manual 4-Speed,2-Wheel Drive
509.0,6.2,8.0,No,Diesel,Standard Pickup Trucks 2WD,Manual 4-Speed,2-Wheel Drive
565.5555556,6.2,8.0,No,Diesel,Standard Pickup Trucks 2WD,Manual 4-Speed,2-Wheel Drive
535.7894737,6.2,8.0,No,Diesel,Standard Pickup Trucks 2WD,Manual 4-Speed,2-Wheel Drive
522.7647059,3.8,6.0,No,Regular,Standard Pickup Trucks 2WD,Automatic 3-Speed,2-Wheel Drive
592.4666667,5.0,8.0,No,Regular,Standard Pickup Trucks 2WD,Automatic 3-Speed,2-Wheel Drive
509.0,5.7,8.0,No,Diesel,Standard Pickup Trucks 2WD,Automatic 3-Speed,2-Wheel Drive
